OBJECTID;NumeroZona;NomeZona;NumeroMuni;NomeMunici;NumDistrit;NomeDistri;Area_ha_2;ORIG_FID;COORD_X;COORD_Y
102;102;Alto da Lapa;36;S?o Paulo;48;Lapa;159.9499969;102;-46.7127359624264;-23.5302223618354
103;103;Gavi?o Peixoto;36;S?o Paulo;48;Lapa;68.95999908;103;-46.7174024627193;-23.5208198501594
104;104;Bela Alian?a;36;S?o Paulo;90;Vila Leopoldina;71.34999847;104;-46.7257534749995;-23.5235147880725
105;105;Vila Hamburguesa;36;S?o Paulo;90;Vila Leopoldina;149.1799927;105;-46.7262439827052;-23.5328849927146
106;106;CEASA;36;S?o Paulo;90;Vila Leopoldina;197.7799988;106;-46.7384517957042;-23.5355684251929
107;107;Vila Leopoldina;36;S?o Paulo;90;Vila Leopoldina;91.65000153;107;-46.733294454809;-23.5265940319611
108;108;Emiss?rio;36;S?o Paulo;90;Vila Leopoldina;190.5200043;108;-46.7390375488857;-23.5216593289031
109;109;Vila Zatt;36;S?o Paulo;64;Pirituba;1220.219971;109;-46.7287984681344;-23.4737950313635
110;110;Pirituba;36;S?o Paulo;64;Pirituba;488.9200134;110;-46.7183345820031;-23.4970270910124
111;111;S?o Domingos;36;S?o Paulo;73;S?o Domingos;581.7600098;111;-46.7384109251688;-23.4991651560472
112;112;Jardim Mutinga;36;S?o Paulo;73;S?o Domingos;411.9700012;112;-46.7587940870829;-23.4843680058986
113;113;Vila Jaguara;36;S?o Paulo;39;Jaguara;454.3399963;113;-46.7449256478507;-23.5127243776612
114;114;Parque do Jaragu?;36;S?o Paulo;41;Jaragu?;489.1199951;114;-46.7649104434761;-23.4621880860164
115;115;Nova Jaragu?;36;S?o Paulo;41;Jaragu?;777.7800293;115;-46.7515514264953;-23.4487645697845
116;116;Parada de Taipas;36;S?o Paulo;41;Jaragu?;1553.23999;116;-46.7250254046796;-23.4383497864586
117;117;Parque Morro Doce;36;S?o Paulo;3;Anhanguera;1527.160034;117;-46.8011716161124;-23.4372608748725
118;118;Anhanguera;36;S?o Paulo;3;Anhanguera;1812.790039;118;-46.7770744361099;-23.4365700543487
119;119;Perus;36;S?o Paulo;62;Perus;2369.129883;119;-46.7456156292995;-23.4075790616019
120;120;Vista Alegre;36;S?o Paulo;11;Brasil?ndia;742.4699707;120;-46.6936394748496;-23.4322818712978
121;121;Jardim Damasceno;36;S?o Paulo;11;Brasil?ndia;573.7299805;121;-46.686993678554;-23.448958992708
122;122;Vila Souza;36;S?o Paulo;11;Brasil?ndia;220.8600006;122;-46.7057657648554;-23.4537537261815
123;123;Vila Terezinha;36;S?o Paulo;11;Brasil?ndia;250.7799988;123;-46.6898497429133;-23.4633266724419
124;124;Brasil?ndia;36;S?o Paulo;11;Brasil?ndia;318.2799988;124;-46.6906342846379;-23.4731883285205
125;125;Vila Morro Grande;36;S?o Paulo;29;Freguesia do ?;413.0700073;125;-46.7036175757838;-23.4748472187746
126;126;Itaberaba;36;S?o Paulo;29;Freguesia do ?;207.4199982;126;-46.6905852917882;-23.4810273550562
127;127;Freguesia do ?;36;S?o Paulo;29;Freguesia do ?;485.8500061;127;-46.6962307905664;-23.4970158570154
128;128;Carandiru;36;S?o Paulo;71;Santana;38.02999878;128;-46.6256800974026;-23.506986231935
129;129;Santana;36;S?o Paulo;71;Santana;54.36000061;129;-46.6218488668977;-23.5011929237913
130;130;Zaki Narchi;36;S?o Paulo;71;Santana;71.31999969;130;-46.6194415786513;-23.5066799471065
131;131;Tiet?;36;S?o Paulo;71;Santana;78.59999847;131;-46.6244468547798;-23.5152505812094
132;132;Parque Anhembi;36;S?o Paulo;71;Santana;313.519989;132;-46.6383121699808;-23.5113000542836
133;133;Alfredo Pujol;36;S?o Paulo;71;Santana;215.0700073;133;-46.6322306904553;-23.4980949055944
134;134;Santa Terezinha;36;S?o Paulo;71;Santana;251.0800018;134;-46.6380249394587;-23.4900992293424
135;135;Jardim S?o Paulo;36;S?o Paulo;71;Santana;291.230011;135;-46.6187311941569;-23.48865850624
136;136;Casa Verde;36;S?o Paulo;21;Casa Verde;325.3500061;136;-46.6600694275491;-23.5080018687655
137;137;Parque Peruche;36;S?o Paulo;21;Casa Verde;391.8699951;137;-46.6545132628288;-23.4944542952435
138;138;Lim?o;36;S?o Paulo;50;Lim?o;171.8000031;138;-46.6783165860131;-23.5079425362606
139;139;Jardim Primavera;36;S?o Paulo;50;Lim?o;192.75;139;-46.6801023473675;-23.4930958109956
140;140;Vila Santa Maria;36;S?o Paulo;50;Lim?o;277.9400024;140;-46.6706452889347;-23.4934759310961
141;141;Cachoeirinha;36;S?o Paulo;13;Cachoeirinha;478.5799866;141;-46.6588680839768;-23.4713739236494
142;142;Jardim Peri;36;S?o Paulo;13;Cachoeirinha;443.6799927;142;-46.6632978136766;-23.4563683780664
143;143;Reserva da Cantareira;36;S?o Paulo;13;Cachoeirinha;436.6099854;143;-46.6573733546234;-23.4370718392341
144;144;Mandaqui;36;S?o Paulo;51;Mandaqui;552.4500122;144;-46.6366459552184;-23.4746206420185
145;145;Horto Florestal;36;S?o Paulo;51;Mandaqui;342.1799927;145;-46.641157509296;-23.4574774993044
146;146;ETA Guara?;36;S?o Paulo;51;Mandaqui;428.6700134;146;-46.6430080399937;-23.4378467505528
147;147;Parque Palmas do Trememb?;36;S?o Paulo;83;Trememb?;407.0299988;147;-46.6085334275565;-23.4501901655179
148;148;Trememb?;36;S?o Paulo;83;Trememb?;331.6199951;148;-46.62347141351;-23.4539580508575
149;149;Cantareira;36;S?o Paulo;83;Trememb?;2886.449951;149;-46.5860663139723;-23.3923613948602
150;150;Jardim das Pedras;36;S?o Paulo;83;Trememb?;1609.01001;150;-46.5832898967264;-23.4213864385151
151;151;Jardim Guapira;36;S?o Paulo;83;Trememb?;548.5300293;151;-46.5891844511433;-23.4508173487662
152;152;Parada Inglesa;36;S?o Paulo;84;Tucuruvi;242.6699982;152;-46.6026687742204;-23.486688039827
153;153;Tucuruvi;36;S?o Paulo;84;Tucuruvi;358.5;153;-46.6159338834209;-23.469593511327
154;154;Vila Gustavo;36;S?o Paulo;84;Tucuruvi;345.7999878;154;-46.5968312684423;-23.4739744149666
155;155;Cohab Jova Rural;36;S?o Paulo;38;Ja?an?;254.5800018;155;-46.5758256506184;-23.4529734491441
156;156;Ja?an?;36;S?o Paulo;38;Ja?an?;386.230011;156;-46.5785172618493;-23.4662555785818
157;157;Parque Edu Chaves;36;S?o Paulo;38;Ja?an?;109.9100037;157;-46.5647063465357;-23.4771491548218
158;158;Vila Medeiros;36;S?o Paulo;94;Vila Medeiros;335.019989;158;-46.5862307122644;-23.4879775546583
159;159;Jardim Brasil;36;S?o Paulo;94;Vila Medeiros;454.3699951;159;-46.5703038381854;-23.4874865732983
160;160;Jardim Jap?o;36;S?o Paulo;91;Vila Maria;396.230011;160;-46.5816721155936;-23.5043073260086
161;161;Parque Novo Mundo;36;S?o Paulo;91;Vila Maria;551.3599854;161;-46.5691093972227;-23.5162092555397
162;162;Vila Maria;36;S?o Paulo;91;Vila Maria;234.1199951;162;-46.5897834216702;-23.518206706413
163;163;Vila Isolina Mazzei;36;S?o Paulo;88;Vila Guilherme;379.5;163;-46.6032770103918;-23.5023522613023
164;164;Vila Guilherme;36;S?o Paulo;88;Vila Guilherme;170.8999939;164;-46.6018917320893;-23.5187756427534
165;165;Coroa;36;S?o Paulo;88;Vila Guilherme;174.3899994;165;-46.6133942960568;-23.5132650940527
166;166;Gomes Cardim;36;S?o Paulo;82;Tatuap?;243.2400055;166;-46.5614822023669;-23.5455986036557
167;167;Tatuap?;36;S?o Paulo;82;Tatuap?;156.8800049;167;-46.5734624636225;-23.5459200328139
168;168;Ch?cara do Piqueri;36;S?o Paulo;82;Tatuap?;198.5899963;168;-46.5762330199063;-23.5326734923737
169;169;Parque S?o Jorge;36;S?o Paulo;82;Tatuap?;252.0700073;169;-46.5611481081866;-23.5306879733467
170;170;Penha;36;S?o Paulo;60;Penha;384.1600037;170;-46.5482205638288;-23.5210628581948
171;171;Tiquatira;36;S?o Paulo;60;Penha;324.4599915;171;-46.5320565602565;-23.5219299836701
172;172;Vila Esperan?a;36;S?o Paulo;60;Penha;228.8200073;172;-46.5176408162287;-23.5235638252394
173;173;Vila R?;36;S?o Paulo;60;Penha;208.2299957;173;-46.4983097722839;-23.5264938330457
174;174;Rui Barbosa;36;S?o Paulo;18;Canga?ba;271.230011;174;-46.5027529964105;-23.5005295803964
175;175;Esta??o Eng. Goulart;36;S?o Paulo;18;Canga?ba;193.3300018;175;-46.5143292120698;-23.5027198810818
176;176;Canga?ba;36;S?o Paulo;18;Canga?ba;333.5299988;176;-46.5312129945055;-23.5074294240183
177;177;Parque Ecol?gico do Tiet?;36;S?o Paulo;18;Canga?ba;530.8499756;177;-46.5213085189246;-23.4916038828933
178;178;USP Leste I;36;S?o Paulo;18;Canga?ba;50.18000031;178;-46.501726995201;-23.4837654542902
179;179;USP Leste II;36;S?o Paulo;28;Ermelino Matarazzo;122.8300018;179;-46.4835711600546;-23.4790990906813
180;180;Ermelino Matarazzo;36;S?o Paulo;28;Ermelino Matarazzo;448.8200073;180;-46.4903675736201;-23.4900282742808
181;181;Parque Buturussu;36;S?o Paulo;28;Ermelino Matarazzo;371.8299866;181;-46.476836403931;-23.495820924291
182;182;Ponte Rasa;36;S?o Paulo;65;Ponte Rasa;365.3599854;182;-46.5013589400451;-23.5135579652126
183;183;Burgo Paulista;36;S?o Paulo;65;Ponte Rasa;291.6300049;183;-46.4835374297002;-23.5174377192822
184;184;Limoeiro;36;S?o Paulo;89;Vila Jacu?;143.3300018;184;-46.4717938102457;-23.5116370345149
185;185;Laranja da China;36;S?o Paulo;89;Vila Jacu?;131.7200012;185;-46.4640005244563;-23.5084282933354
186;186;Pedro Jos? Nunes;36;S?o Paulo;89;Vila Jacu?;86.18000031;186;-46.4610917008558;-23.5026959492454
187;187;Parque Cruzeiro do Sul;36;S?o Paulo;89;Vila Jacu?;249.9100037;187;-46.4619756841099;-23.4899508226242
188;188;Vila Jacu?;36;S?o Paulo;89;Vila Jacu?;211.8699951;188;-46.4514950375459;-23.5060966331536
189;189;Parada XV;36;S?o Paulo;36;Itaquera;324.4599915;189;-46.4417895192869;-23.533794388158
190;190;Itaquera;36;S?o Paulo;36;Itaquera;283.1700134;190;-46.4533916887875;-23.546881628721
191;191;Arena Corinthians;36;S?o Paulo;36;Itaquera;140.2899933;191;-46.4689084653121;-23.5445153920508
192;192;Vila Campanela;36;S?o Paulo;36;Itaquera;230.5299988;192;-46.4654539874246;-23.5334849340577
193;193;Arauc?rias;36;S?o Paulo;36;Itaquera;129.5800018;193;-46.4691200216915;-23.522950061193
194;194;Parque Guarani;36;S?o Paulo;36;Itaquera;126.4499969;194;-46.4588992947019;-23.5231450640158
195;195;Rio Verde;36;S?o Paulo;36;Itaquera;238.7599945;195;-46.4502972410216;-23.5226277903722
196;196;Saudade;36;S?o Paulo;76;S?o Miguel;207.2799988;196;-46.4369842469944;-23.5182472132961
197;197;S?o Miguel Paulista;36;S?o Paulo;76;S?o Miguel;302.6499939;197;-46.4471364237297;-23.4946810180384
198;198;Cidade Nitro-Oper?ria;36;S?o Paulo;76;S?o Miguel;357.9200134;198;-46.4368179055291;-23.4957128186075
199;199;Jardim Helena;36;S?o Paulo;43;Jardim Helena;684.6699829;199;-46.4197407088793;-23.4828033419434
200;200;Jardim Romano;36;S?o Paulo;43;Jardim Helena;230.7700043;200;-46.3915066488132;-23.4844504034741
201;201;Vila Curu??;36;S?o Paulo;86;Vila Curu??;503.1700134;201;-46.4182456664742;-23.4998262289497
202;202;Jardim Robru;36;S?o Paulo;86;Vila Curu??;449.1900024;202;-46.4140621923595;-23.517654948069
203;203;Lajeado;36;S?o Paulo;47;Lajeado;276.9500122;203;-46.4229793931957;-23.5294419764047
204;204;F?brica Bandeirantes;36;S?o Paulo;47;Lajeado;615.3300171;204;-46.4016668333589;-23.5350309977778
205;205;Fazenda Itaim;36;S?o Paulo;35;Itaim Paulista;462.2399902;205;-46.3834125795037;-23.514973901749
206;206;Itaim Paulista;36;S?o Paulo;35;Itaim Paulista;302.1900024;206;-46.3974653314185;-23.5027161819711
207;207;Jardim das Oliveiras;36;S?o Paulo;35;Itaim Paulista;460.1099854;207;-46.3822030450955;-23.4946742664564
208;208;Vila Calif?rnia;36;S?o Paulo;20;Carr?o;340.0400085;208;-46.547231784292;-23.5448786421871
209;209;Vila Carr?o;36;S?o Paulo;20;Carr?o;440.2799988;209;-46.5309847617528;-23.5553292803781
210;210;Jardim An?lia Franco;36;S?o Paulo;87;Vila Formosa;334.0400085;210;-46.5542000749596;-23.5605378456884
211;211;Vila Formosa;36;S?o Paulo;87;Vila Formosa;417.480011;211;-46.5388870151765;-23.5728590564827
212;212;Barreira Grande;36;S?o Paulo;4;Aricanduva;280.1000061;212;-46.5161507543609;-23.5805912283102
213;213;Aricanduva;36;S?o Paulo;4;Aricanduva;406.1700134;213;-46.514833071746;-23.5686502921854
214;214;Frei Mont'Alverne;36;S?o Paulo;93;Vila Matilde;225.1999969;214;-46.5337665313884;-23.5379993966418
215;215;Vila Matilde;36;S?o Paulo;93;Vila Matilde;330.1700134;215;-46.5098130045177;-23.546261016291
216;216;Cidade Patriarca;36;S?o Paulo;93;Vila Matilde;336.5;216;-46.5071564668411;-23.5360832960902
